timestamp,host,user,parent_image,image,command_line
2026-09-10T10:23:03Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:23:08Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:24:18Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:24:19Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,winword.exe /n C:\docs\memo.docx
2026-09-10T10:24:27Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:25:14Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,winword.exe /n C:\docs\memo.docx
2026-09-10T10:25:22Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:25:24Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:25:59Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:26:04Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:26:45Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:26:58Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:27:05Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:27:32Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:27:55Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:28:05Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,winword.exe /n C:\docs\memo.docx
2026-09-10T10:28:22Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:28:39Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:28:48Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:28:49Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:29:32Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,winword.exe /n C:\docs\memo.docx
2026-09-10T10:30:01Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:30:21Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:30:47Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:31:09Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,winword.exe /n C:\docs\memo.docx
2026-09-10T10:31:12Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:31:25Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,winword.exe /n C:\docs\memo.docx
2026-09-10T10:31:47Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:32:43Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,winword.exe /n C:\docs\memo.docx
2026-09-10T10:33:02Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:33:18Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:33:25Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:33:38Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:33:57Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:34:07Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,winword.exe /n C:\docs\memo.docx
2026-09-10T10:34:11Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:34:14Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,winword.exe /n C:\docs\memo.docx
2026-09-10T10:34:22Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:34:51Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:35:23Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:36:03Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:36:09Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:36:16Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,winword.exe /n C:\docs\memo.docx
2026-09-10T10:36:20Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:36:23Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:36:35Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:37:17Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:37:25Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:37:25Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k LocalServiceNetworkRestricted
2026-09-10T10:37:26Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,winword.exe /n C:\docs\memo.docx
2026-09-10T10:37:37Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:37:50Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:37:58Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:38:05Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
2026-09-10T10:38:12Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:38:32Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\System32\services.exe,C:\Windows\System32\svchost.exe,svchost.exe -k netsvcs -p -s Schedule
2026-09-10T10:39:00Z,WKSTN-FIN-09,CORP\jsmith,C:\Windows\explorer.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer
